HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
246,301584,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,"504,187.00","6,964,119.20",-27.446403,153.04237,NEWSTEAD,Intermediate,N,Medium,Easy,Hard,3/05/2007 0:00
247,301585,Booroodabin - 11,Breakfast Creek Rd,Maud St,"504,257.80","6,964,334.50",-27.444459,153.043085,NEWSTEAD,Regular,N,Easy,Easy,Hard,19/01/2012 0:00
248,301586,Newstead House - 12,Breakfast Creek Rd,Halford St,"504,327.20","6,964,460.70",-27.44332,153.043787,NEWSTEAD,Regular with seat,N,Hard, ,Easy,3/05/2007 0:00
253,301602,Allison Street - 16,Abbotsford Rd,Allison St,"504,015.80","6,964,912.60",-27.439241,153.040635,BOWEN HILLS,Regular,N,Easy, , ,3/05/2007 0:00
256,301285,Allison Street - 16,Abbotsford Rd,Edmondstone Rd,"503,922.00","6,964,845.90",-27.439843,153.039686,BOWEN HILLS,Regular with seat,Y,, , ,28/04/2007 0:00
257,302360,Pickering Bowl - 33,Pickering St,Bowling St,"499,376.80","6,967,100.80",-27.419492,152.993695,ENOGGERA,Regular,Y,Easy,Easy,Easy,15/03/2011 0:00
258,302367,Pickering Bowl - 33,Pickering St,Bowling St,"499,378.90","6,967,114.70",-27.419366,152.993716,ENOGGERA,Regular,Y,Easy,Easy,Hard,15/03/2011 0:00
262,301604,Alexandria Street - 11,St Pauls Tce,Alexandria St,"503,469.60","6,963,438.10",-27.452554,153.035112,FORTITUDE VALLEY,Intermediate,N,Easy,Medium,Easy,3/05/2007 0:00
263,301284,Alexandria Street - 11,St Pauls Tce,Alexandra St,"503,464.30","6,963,453.40",-27.452416,153.035058,BOWEN HILLS,Regular with seat,N,Easy,Hard,Hard,28/04/2007 0:00
265,301603,Montpelier Road - 12/13,Abbotsford Rd,Edgar St,"503,756.90","6,964,056.40",-27.446972,153.038018,BOWEN HILLS,Intermediate,Y,Easy,Hard,Hard,27/03/2011 0:00
266,304301,Auchenflower  Coronation Drive,Coronation Dr,Lang Pde,"500,322.40","6,960,954.10",-27.474984,153.003263,MILTON,Intermediate,N,Medium,Easy,Medium,8/05/2007 0:00
267,304295,Auchenflower  Coronation Drive,Coronation Dr,Lang Pde,"500,318.50","6,960,925.10",-27.475246,153.003224,MILTON,Intermediate,N,Hard,Easy,Hard,8/05/2007 0:00
268,304302,Park Road - 6,Coronation Dr,Graham St,"500,474.20","6,961,129.10",-27.473404,153.0048,MILTON,Intermediate,N,Easy,Easy,Easy,8/05/2007 0:00
271,304303,Cribb Street  Coronation Drive,Coronation Dr,Park Rd,"500,636.30","6,961,276.70",-27.472072,153.00644,MILTON,Intermediate,N,Easy,Easy,Hard,8/05/2007 0:00
273,304304,Boomerang St  Stop 3 Coronation Drive,Coronation Dr,Cribb St,"500,975.20","6,961,588.90",-27.469253,153.00987,MILTON,Intermediate,Y,Medium, ,Easy,30/03/2012 0:00
424,301785,Anderson Street - 21,Maygar St,Anderson St,"502,673.30","6,966,287.30",-27.426833,153.027047,WINDSOR,Regular,N,Easy,Easy,Medium,21/03/2007 0:00
425,301993,Anderson Street - 21,Maygar St,Brook St,"502,703.60","6,966,317.20",-27.426563,153.027354,WINDSOR,Intermediate,N,Easy,Easy,Easy,28/03/2007 0:00
428,301787,Paling Ave - 23,Maygar St,Jean St,"502,235.80","6,966,251.80",-27.427155,153.022621,GRANGE,Intermediate,N,,Medium,Hard,21/03/2007 0:00
430,301788,Eighth Ave - 24,Days Rd,Eighth Av,"502,060.90","6,966,279.10",-27.426909,153.020851,GRANGE,Intermediate,N,,Easy,Easy,21/03/2007 0:00
434,301819,Carroll Cr - 25A,Days Rd,Carroll Cr,"501,738.80","6,966,334.50",-27.426409,153.017592,GRANGE,Regular with seat,Y,Easy,Medium,Easy,30/03/2012 0:00
435,301988,Carroll Cr - 25A,Days Rd,Lanham Av,"501,710.10","6,966,350.60",-27.426264,153.017302,GRANGE,Intermediate,Y,Easy,Easy,Medium,28/03/2007 0:00
439,301994,Whish Street - 20,Maygar St,Whish St,"502,871.30","6,966,316.70",-27.426568,153.029051,WINDSOR,Intermediate,N,Medium,Easy,Easy,28/03/2007 0:00
441,301995,McKenzie Street - 19,Maygar St,McKenzie St,"503,025.10","6,966,320.60",-27.426532,153.030607,WINDSOR,Intermediate,N,Medium,Easy,Medium,28/03/2007 0:00
446,301818,Antill Street - 22/25,Kedron Brook Rd,Antill St,"501,857.40","6,966,200.60",-27.427618,153.018793,WILSTON,Intermediate,Y,Hard,Easy,Easy,28/06/2011 0:00
448,301814,Ada Street - 18,Kedron Brook Rd,Ada St,"502,216.90","6,965,387.70",-27.434956,153.022431,WILSTON,Regular with seat,Y,,Easy,Easy,28/06/2011 0:00
449,301794,Ada Street - 18,Kedron Brook Rd,Silvester St,"502,253.00","6,965,375.30",-27.435068,153.022797,WILSTON,Regular with seat,Y,Medium,Easy,Easy,21/03/2007 0:00
450,301815,York Street - 19,Kedron Brook Rd,Jeffery St,"502,081.10","6,965,506.00",-27.433888,153.021057,WILSTON,Regular with seat,Y,,Easy,Easy,28/06/2011 0:00
451,301793,York Street - 19,Kedron Brook Rd,York St,"502,085.20","6,965,521.00",-27.433753,153.021098,WILSTON,Intermediate,N,, ,Medium,21/03/2007 0:00
454,301816,Wilston Village  Kedron Brook Road,Kedron Brook Rd,Macgregor St,"501,967.20","6,965,639.80",-27.43268,153.019904,WILSTON,Intermediate,N,,Easy,Medium,21/03/2007 0:00
457,301791,Olney Street - 21,Kedron Brook Rd,Angliss St,"501,828.80","6,965,946.40",-27.429912,153.018504,WILSTON,Intermediate,N,, , ,21/03/2007 0:00
460,302004,Olney Street - 21,Olney St,Kedron Brook Rd,"501,754.90","6,965,854.00",-27.430747,153.017756,WILSTON,Regular with seat,N,,Hard,Medium,28/03/2007 0:00
461,302009,Ruth Street - 20/21,Lamont Rd,Heather St,"501,732.20","6,965,634.40",-27.432729,153.017527,WILSTON,Regular,N,,Easy,Easy,28/03/2007 0:00
463,302007,Abuklea Street - 19,Lamont Rd,Abuklea St,"501,693.30","6,965,393.60",-27.434903,153.017133,WILSTON,Intermediate,N,,Easy,Hard,28/03/2007 0:00
464,302006,Abuklea Street - 19,Lamont Rd,Newmarket Rd,"501,695.00","6,965,314.10",-27.435621,153.017151,WILSTON,Intermediate,N,,Easy,Medium,28/03/2007 0:00
466,301111,Windsor Park,Lutwyche Rd,Harris St,"503,138.90","6,965,806.90",-27.43117,153.031759,WINDSOR,Intermediate,Y,,Easy,Easy,25/04/2007 0:00
468,301278,Bowen Street - 14,Lutwyche Rd,Bowen St,"503,166.70","6,965,602.10",-27.433018,153.032041,WINDSOR,Intermediate,N,,Medium,Hard,28/04/2007 0:00
469,301279,Windsor Rail  Stop 13 Lutwyche Road,Lutwyche Rd,Le Geyt St,"503,120.30","6,965,314.30",-27.435617,153.031572,WINDSOR,Intermediate,Y,,Easy,Easy,28/04/2007 0:00
470,301110,Windsor Rail  Stop 13 Lutwyche Road,Lutwyche Rd,Eildon Rd,"503,116.10","6,965,409.10",-27.434761,153.03153,WINDSOR,Intermediate,Y,Medium,Medium,Easy,25/04/2007 0:00
477,301799,Allom Street - 13,Northey St,Allom St,"502,639.00","6,964,606.00",-27.442012,153.026704,WINDSOR,Intermediate,N,Hard,Easy,Easy,21/03/2007 0:00
478,301800,Northey Street  Northey Street,Northey St,Allom St,"502,751.10","6,964,588.20",-27.442173,153.027838,WINDSOR,Intermediate,N,,Easy,Medium,21/03/2007 0:00
482,301804,Downey Park - 13A,Green Tce,Melbourne St,"502,519.40","6,964,700.70",-27.441158,153.025494,WINDSOR,Intermediate,Y,,Easy,Easy,30/03/2012 0:00
484,301798,Table Tennis Complex - 14,Green Tce,Nicholas St,"502,610.60","6,964,872.70",-27.439605,153.026416,WINDSOR,Intermediate,Y,,Easy,Hard,21/03/2007 0:00
485,301806,Green Terrace - 15,Green Tce,Newmarket Rd,"502,664.60","6,965,049.40",-27.438009,153.026962,WINDSOR,Intermediate,N,,Easy,Easy,21/03/2007 0:00
486,301797,Green Terrace - 15,Green Tce,Newmarket Rd,"502,678.30","6,965,045.20",-27.438047,153.027101,WINDSOR,Intermediate,N,,Medium,Medium,21/03/2007 0:00
487,301807,Oakwal Lane  Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,"502,449.30","6,965,131.80",-27.437266,153.024783,WINDSOR,Intermediate,N,Easy,Easy,Medium,21/03/2007 0:00
488,301796,Oakwal Lane  Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,"502,433.30","6,965,148.50",-27.437115,153.024621,WINDSOR,Intermediate,N,Easy,Easy,Medium,21/03/2007 0:00
489,301795,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,"502,264.70","6,965,201.00",-27.436641,153.022915,WILSTON,Intermediate,N,Hard,Easy,Hard,21/03/2007 0:00
490,301813,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,"502,252.80","6,965,218.50",-27.436483,153.022795,WILSTON,Regular,N,, , ,21/03/2007 0:00
491,301808,Granville Street - 17,Newmarket Rd,Noble St,"502,219.00","6,965,168.40",-27.436936,153.022453,WILSTON,Intermediate,N,Medium,Easy,Easy,21/03/2007 0:00
492,301809,Wilston Station - 18,Newmarket Rd,Vardon St,"501,963.70","6,965,209.00",-27.43657,153.01987,WILSTON,Regular with seat,N,, , ,21/03/2007 0:00
493,301810,Murray Street - 18A,Newmarket Rd,Murray St,"501,810.90","6,965,233.40",-27.43635,153.018323,WILSTON,Regular,N,Easy, , ,21/03/2007 0:00
494,301811,Wilston Station - 18,Newmarket Rd,Vardon St,"501,896.20","6,965,234.00",-27.436344,153.019187,WILSTON,Intermediate,N,,Easy,Medium,21/03/2007 0:00
497,301109,Lutwyche Road - 12,Lutwyche Rd,Cartwright St,"503,069.40","6,965,126.00",-27.437317,153.031058,WINDSOR,Intermediate,Y,Medium,Easy,Easy,25/04/2007 0:00
499,,Lutwyche Road - 11,LUTWYCHE RD, ,"503,069.60","6,964,997.50",-27.438477,153.03106,WINDSOR,Intermediate, ,Medium,Easy,Easy,
507,302885,Butterfield Pre-School - 11A,Butterfield St,Fagan Rd,"501,833.00","6,964,327.20",-27.444531,153.018548,HERSTON,Intermediate,Y,,Easy,Easy,18/04/2007 0:00
508,302888,Garrick Terrace - 10,Bramston Tce,Garrick Tce,"502,273.60","6,964,194.90",-27.445724,153.023007,HERSTON,Intermediate,Y,Hard,Easy,Hard,18/04/2007 0:00
510,302889,McLeod Street - 9A,Bramston Tce,McLeod St,"502,358.80","6,964,044.70",-27.44708,153.02387,HERSTON,Intermediate,N,Medium,Hard,Medium,18/04/2007 0:00
511,302899,McLeod Street - 9A,Bramston Tce,Wyndham St,"502,346.90","6,964,035.30",-27.447165,153.023749,HERSTON,Regular,N,Medium,Medium,Hard,18/04/2007 0:00
512,302890,Weightman Street - 9,Bramston Tce,Weightman St,"502,427.30","6,963,959.40",-27.44785,153.024563,HERSTON,Intermediate,Y,Easy,Hard, ,18/04/2007 0:00
513,302898,Weightman Street - 9,Bramston Tce,Weightman St,"502,415.80","6,963,950.40",-27.447932,153.024447,HERSTON,Intermediate,Y,Easy,Easy,Hard,18/04/2007 0:00
516,300409,McKeering - Barrett  Bracken Ridge,Barrett St,Playford St,"504,240.80","6,978,163.60",-27.319609,153.042865,BRACKEN RIDGE,Intermediate,Y,Easy,Easy,Easy,24/05/2010 0:00
519,307476,McKeering - Barrett  Bracken Ridge,Barrett St,Playford St,"504,243.30","6,978,177.40",-27.319484,153.042891,BRACKEN RIDGE,Regular,Y,,Easy,Hard,26/11/2010 0:00
520,307475,Bracken Ridge  Quinlan St,Quinlan Street,Barrett St,"504,793.80","6,978,027.20",-27.320839,153.048455,BRACKEN RIDGE,Intermediate,Y,,Easy,Easy,26/11/2010 0:00
551,306458,Gregory Terrace - 9,Gregory Tce,Hill St,"502,642.50","6,963,159.30",-27.455073,153.026743,SPRING HILL,Regular with seat,N,Easy,Easy,Hard,9/05/2007 0:00
552,306459,Gregory Terrace - 8,Gregory Tce,Rogers St,"502,594.30","6,963,057.80",-27.45599,153.026255,SPRING HILL,Intermediate,Y,Hard,Easy,Hard,24/05/2010 0:00
554,306460,Gregory Terrace - 6,Gregory Tce,Union St,"502,356.40","6,962,835.70",-27.457995,153.023848,SPRING HILL,Intermediate,N,Medium,Easy,Medium,9/05/2007 0:00
555,306461,Torrington Street - 5,Gregory Tce,Bradley St,"502,094.10","6,962,746.30",-27.458803,153.021193,SPRING HILL,Intermediate,N,,Hard,Hard,9/05/2007 0:00
556,306462,Brisbane Grammar - 4,Gregory Tce,Boundary St,"501,953.00","6,962,690.60",-27.459306,153.019765,SPRING HILL,Intermediate,N,Medium,Medium,Hard,9/05/2007 0:00
557,306451,Brisbane Grammar - 4,Gregory Tce,Boundary St,"501,893.00","6,962,669.30",-27.459498,153.019158,SPRING HILL,Intermediate,N,,Easy,Medium,9/05/2007 0:00
559,306452,Torrington Street - 5,Gregory Tce,Torrington St,"502,135.80","6,962,772.10",-27.45857,153.021615,SPRING HILL,Intermediate,N,,Medium,Easy,9/05/2007 0:00
563,306455,Gregory Terrace - 8,Gregory Tce,Rogers St,"502,521.80","6,963,070.70",-27.455873,153.025521,SPRING HILL,Intermediate,Y,Hard,Medium,Easy,20/07/2012 0:00
565,301283,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,"502,847.60","6,963,485.30",-27.45213,153.028817,SPRING HILL,Intermediate,N,Hard,Medium,Hard,28/04/2007 0:00
566,301282,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,"502,871.80","6,963,468.60",-27.45228,153.029062,BOWEN HILLS,Intermediate,N,,Hard,Medium,11/10/2010 0:00
569,306474,Boundary Street - 3,Boundary St,Bradley St,"502,094.80","6,962,580.40",-27.4603,153.021201,SPRING HILL,Regular with seat,N,,Easy,Easy,9/05/2007 0:00
573,305299,Holland Park High - 62,Baupaume Rd,Dagmar St,"505,872.20","6,954,777.20",-27.530736,153.059468,HOLLAND PARK WEST,Regular,Y,,Easy, ,19/06/2009 0:00
575,305302,Flynn Street - 65,Nursery Rd,Vanburgh St,"506,554.00","6,954,571.60",-27.532589,153.066374,HOLLAND PARK WEST,Regular,Y,, , ,25/05/2007 0:00
579,305306,Flynn Street - 65,Nursery Rd,Flynn St,"506,477.80","6,954,501.20",-27.533225,153.065603,HOLLAND PARK WEST,Regular,Y,Medium,Medium,Medium,19/06/2009 0:00
581,305301,Gaza Road - 64,Nursery Rd,Flynn St,"506,332.60","6,954,417.40",-27.533982,153.064133,HOLLAND PARK WEST,Intermediate,Y,Easy,Easy,Hard,25/05/2007 0:00
582,305307,Gaza Road - 64,Nersery Rd,Dakara St,"506,329.00","6,954,397.80",-27.534159,153.064096,HOLLAND PARK WEST,Intermediate,Y,,Easy,Hard,25/05/2007 0:00
611,306530,Water Street - 6,Brunswick St,Water St,"502,916.90","6,963,301.40",-27.45379,153.029519,FORTITUDE VALLEY,Regular,N,Medium,Hard,Hard,6/07/2007 0:00
612,306529,Water Street - 6,Brunswick St,Water St,"502,952.80","6,963,216.80",-27.454553,153.029883,FORTITUDE VALLEY,Regular with seat,N,Medium,Easy,Hard,6/07/2007 0:00
623,306528,St Pauls Terrace - 5,Brunswick St,St Pauls Tce,"503,065.60","6,963,117.10",-27.455453,153.031024,FORTITUDE VALLEY,Intermediate,N,Medium,Easy,Hard,6/07/2007 0:00
629,306304,O'Keefe Street,O'Keefe St,Wolseley St,"503,594.90","6,958,505.60",-27.497084,153.036395,WOOLLOONGABBA,Regular with seat,Y,,Medium,Easy,4/06/2007 0:00
636,306470,Leichhardt Street - 1,Leichardt St,Little Edward St,"502,333.40","6,962,347.20",-27.462405,153.023616,SPRING HILL,Intermediate,N,Medium,Hard,Hard,9/05/2007 0:00
638,306469,Leichhardt Street - 2,Leichardt St,Allenby St,"502,180.00","6,962,392.60",-27.461996,153.022063,SPRING HILL,Intermediate,N,,Easy,Hard,9/05/2007 0:00
639,306479,Wickham Terrace - 3,Wickham Tce,Bradley St,"501,999.10","6,962,416.10",-27.461784,153.020232,SPRING HILL,Intermediate,N,,Easy,Hard,9/05/2007 0:00
640,306468,Wickham Tce @ Bradley St (St 640),College Rd,Bradley St,"502,010.90","6,962,426.70",-27.461688,153.020352,SPRING HILL,Intermediate,N,,Easy,Hard,9/05/2007 0:00
641,306481,Wickham Terrace - 3A,Wickham Tce,Dark St,"501,863.90","6,962,471.10",-27.461288,153.018864,SPRING HILL,Premium,N,,Easy,Hard,10/05/2007 0:00
712,300970,Gibbon Street - 10,Gibbon St,James St,"504,360.10","6,962,657.80",-27.459596,153.044127,NEW FARM,Regular with seat,Y,,Hard,Easy,19/01/2012 0:00
714,300940,Chester Street - 11,Chester St,Harcourt St,"504,345.10","6,962,962.10",-27.456849,153.043974,TENERIFFE,Regular with seat,N,Easy,Hard,Hard,23/04/2007 0:00
716,300956,Teneriffe Hill - 12,Chester St,Ellis St,"504,493.90","6,962,846.80",-27.45789,153.04548,TENERIFFE,Intermediate,N,Easy,Hard, ,23/04/2007 0:00
717,300955,Chester Street - 11,Harcourt St,Chester St,"504,341.90","6,963,000.00",-27.456507,153.043941,TENERIFFE,Intermediate,N,Easy,Easy,Hard,23/04/2007 0:00
718,300971,James Street - 9,James St,Harcourt St,"504,171.20","6,962,763.90",-27.458639,153.042215,NEW FARM,Regular,N,,Medium,Easy,23/04/2007 0:00
720,300449,Kerry Road - 51,Kerry Rd,Desgrand St,"501,886.20","6,950,188.20",-27.572177,153.019109,ARCHERFIELD,Regular with seat,Y,Hard, ,Easy,30/05/2011 0:00
740,300991,Harcourt Street - 6,Brunswick St,Harcourt St,"503,819.30","6,962,474.00",-27.461257,153.038654,FORTITUDE VALLEY,Intermediate,N,,Medium,Hard,24/04/2007 0:00
743,300993,Barker Street - 9,Brunswick St,Heal St,"504,148.10","6,962,186.10",-27.463855,153.041983,NEW FARM,Regular with seat,Y,Easy,Easy,Easy,1/11/2011 0:00
744,301021,Oxley Lane - 9,Barker St,Bowen Tce,"504,154.30","6,962,036.70",-27.465204,153.042046,NEW FARM,Intermediate,Y,Medium,Easy,Hard,1/11/2011 0:00
745,301022,Locke Street - 10,Moray St,Locke St,"504,061.90","6,961,863.20",-27.466771,153.041111,NEW FARM,Intermediate,Y,Medium,Easy,Medium,1/11/2011 0:00
746,301028,Locke Street - 10,Moray St,Barker St,"504,037.50","6,961,904.40",-27.466399,153.040864,NEW FARM,Intermediate,Y,,Hard,Medium,1/11/2011 0:00
747,301029,Oxley Lane - 9,Barker St,Bowen Tce,"504,161.80","6,962,062.60",-27.46497,153.042122,NEW FARM,Intermediate,Y,,Medium, ,1/11/2011 0:00
751,300958,Crase Street - 14,Kingholme St,Crase St,"504,701.70","6,962,582.20",-27.460278,153.047584,TENERIFFE,Regular with seat,Y,,Easy,Hard,23/04/2007 0:00
753,300957,Gibbon Street - 13,Beetson St,Gibbon St,"504,508.90","6,962,715.70",-27.459073,153.045632,TENERIFFE,Regular,N,Easy,Hard,Hard,23/04/2007 0:00
754,300972,James Street - 8A,James St,Robertson St,"503,995.10","6,962,919.80",-27.457232,153.040432,FORTITUDE VALLEY,Intermediate,N,Medium,Easy,Hard,23/04/2007 0:00
759,305852,Whitworth Street - 57,Whitworth Rd,Grenade St,"508,470.10","6,962,238.70",-27.463361,153.085725,CANNON HILL,Regular,Y,,Easy,Easy,20/12/2010 0:00
763,303415,Bellbowrie Chase  Kangaroo Gully Road,Kangaroo Gully Rd,Church Rd,"487,725.90","6,951,020.20",-27.564611,152.875661,BELLBOWRIE,Intermediate,Y,,Medium, ,20/12/2010 0:00
765,303410,Bellbowrie Chase  Kangaroo gully Road,Kangaroo Gully Rd,Church Rd,"487,761.30","6,951,142.80",-27.563505,152.876021,BELLBOWRIE,Regular,Y,,Medium,Hard,20/12/2010 0:00
767,304675,Muir Street - 61,Muir St,Beauvardia St,"508,734.20","6,961,492.10",-27.470099,153.088403,CANNON HILL,Regular with seat,Y,,Easy,Hard,21/05/2007 0:00
770,300705,McPherson Malia - 55,McPherson Rd,Malia St,"494,886.40","6,952,501.40",-27.551285,152.948205,SINNAMON PARK,Regular with seat,Y,,Hard,Medium,18/05/2012 0:00
777,301559,Bridge Street - 5,Wickham St,Bridge St,"503,544.80","6,963,153.90",-27.45512,153.035874,FORTITUDE VALLEY,Regular with seat,N,Hard,Easy,Hard,3/05/2007 0:00
779,301560,East Street - 6,Wickham St,Church St,"503,645.80","6,963,264.40",-27.454122,153.036896,FORTITUDE VALLEY,Intermediate,N,Hard,Medium,Hard,3/05/2007 0:00
783,301591,Chester Street - 7,Ann St,Chester St,"503,973.20","6,963,356.80",-27.453287,153.040209,FORTITUDE VALLEY,Intermediate,N,Medium,Easy,Hard,3/05/2007 0:00
785,300935,Brookes Street - 10,Brookes St,Ann St,"503,797.00","6,963,298.00",-27.453818,153.038426,FORTITUDE VALLEY,Regular,N,Easy, ,Medium,23/04/2007 0:00
787,301593,Bridge Street - 5,Ann St,Bridge St,"503,725.20","6,963,073.00",-27.45585,153.0377,FORTITUDE VALLEY,Regular with seat,Y,Hard,Easy,Medium,3/05/2007 0:00
808,306496,Constance Street - 6/10,St Pauls Tce,Constance St,"503,310.80","6,963,279.10",-27.45399,153.033505,FORTITUDE VALLEY,Regular,N,,Hard,Hard,10/05/2007 0:00
814,306487,Caxton Street - 4,Caxton St,Chapel St,"501,139.80","6,962,211.30",-27.463634,153.011536,PETRIE TERRACE,Intermediate,Y,,Medium,Easy,10/05/2007 0:00
815,306488,Caxton Street - 4,Caxton St,Chapel St,"501,154.50","6,962,218.70",-27.463567,153.011685,PETRIE TERRACE,Intermediate,Y,,Medium,Easy,10/05/2007 0:00
816,302996,Paddington  Given Terrace,Given Tce,Alexandra St,"500,759.90","6,962,361.10",-27.462282,153.007691,PADDINGTON,Intermediate,Y,,Hard,Hard,19/04/2007 0:00
817,302995,Paddington  Given Terrace,Given Tce,Alexandra St,"500,831.90","6,962,363.20",-27.462263,153.00842,PADDINGTON,Intermediate,Y,,Medium,Hard,30/03/2012 0:00
818,302868,Paddo Tavern - 6,Given Tce,Princess St,"500,677.40","6,962,400.50",-27.461926,153.006856,PADDINGTON,Intermediate,Y,, , ,30/03/2012 0:00
819,302869,Paddo Tavern - 6,Given Tce,Guthrie St,"500,585.00","6,962,416.00",-27.461786,153.005921,PADDINGTON,Regular with seat,Y,, , ,6/07/2012 0:00
821,302870,Great George - 7,Given Tce,Great George St,"500,427.50","6,962,481.10",-27.461198,153.004327,PADDINGTON,Intermediate,N,,Medium,Hard,17/04/2007 0:00
823,302867,Great George - 7,Given Tce,Great George St,"500,489.70","6,962,468.10",-27.461316,153.004956,PADDINGTON,Regular with seat,N,,Easy,Hard,17/04/2007 0:00
824,302960,Enoggera Terrace - 10,Enoggera Tce,Ottis La,"500,132.70","6,962,897.00",-27.457444,153.001343,PADDINGTON,Regular with seat,N,,Medium,Easy,18/04/2007 0:00
825,302961,Enoggera Terrace - 10,Enoggera Tce,Kennedy Tce,"500,143.80","6,963,013.40",-27.456393,153.001455,PADDINGTON,Regular with seat,N,,Easy, ,18/04/2007 0:00
827,302866,Old Paddo Post Office - 8,Given Tce,Hayward St,"500,292.10","6,962,561.80",-27.46047,153.002956,PADDINGTON,Intermediate,N,Easy,Easy,Hard,17/04/2007 0:00
828,302871,Old Paddo Post Office - 8,Latrobe Tce,Cochrane St,"500,215.00","6,962,587.20",-27.460241,153.002176,PADDINGTON,Regular with seat,N,,Medium,Easy,17/04/2007 0:00
829,302865,Old Ithaca Fire Station - 9,Latrobe Tce,Gladstone St,"500,114.10","6,962,725.00",-27.458997,153.001155,PADDINGTON,Regular with seat,N,Medium,Hard,Medium,17/04/2007 0:00
833,303035,Enoggera Terrace - 11,Enoggera Tce,Jay St,"500,306.90","6,963,261.00",-27.454158,153.003106,RED HILL,Regular with seat,N,Easy, ,Medium,11/05/2007 0:00
834,302947,Enoggera Terrace - 11,Enoggera Tce,Jay St,"500,352.00","6,963,302.80",-27.45378,153.003562,RED HILL,Regular,Y,Easy, , ,18/04/2007 0:00
837,302777,Glenrosa Road - 10/11,Waterworks Rd,St Barnabas Pl,"500,259.20","6,963,551.00",-27.451539,153.002623,RED HILL,Intermediate,Y,Medium,Hard,Medium,14/04/2007 0:00
